route_id,service_id,trip_id,trip_headsign
naha9_1,weekday,naha9_trip_1,9
naha9_1,weekday,naha9_trip_2,9
naha9_1,weekday,naha9_trip_3,9
naha9_1,weekday,naha9_trip_4,9
naha9_1,weekday,naha9_trip_5,9
naha9_1,weekday,naha9_trip_6,9
naha9_1,weekday,naha9_trip_7,9
naha9_1,weekday,naha9_trip_8,9
naha9_1,weekday,naha9_trip_9,9
naha9_1,weekday,naha9_trip_10,9
naha9_1,weekday,naha9_trip_11,9
naha9_1,weekday,naha9_trip_12,9
naha9_1,weekday,naha9_trip_13,9
naha9_1,weekday,naha9_trip_14,9
naha9_1,weekday,naha9_trip_15,9
naha9_1,weekday,naha9_trip_16,9
naha9_1,weekday,naha9_trip_17,9
naha9_1,weekday,naha9_trip_18,9
naha9_1,weekday,naha9_trip_19,9
naha9_1,weekday,naha9_trip_20,9
naha9_1,weekday,naha9_trip_21,9
naha9_1,weekday,naha9_trip_22,9
naha9_1,weekday,naha9_trip_23,9
naha9_1,weekday,naha9_trip_24,9
naha9_1,weekday,naha9_trip_25,9
naha9_1,weekday,naha9_trip_26,9
naha9_1,weekday,naha9_trip_27,9
naha9_1,weekday,naha9_trip_28,9
naha9_1,weekday,naha9_trip_29,9
naha9_1,weekday,naha9_trip_30,9
naha9_1,weekday,naha9_trip_31,9
naha9_1,weekday,naha9_trip_32,9
naha9_1,weekday,naha9_trip_33,9
naha9_1,weekday,naha9_trip_34,9
naha9_1,weekday,naha9_trip_35,9
naha9_1,weekday,naha9_trip_36,9
naha9_1,weekday,naha9_trip_37,9
naha9_1,weekday,naha9_trip_38,9
naha9_1,weekday,naha9_trip_39,9
naha9_1,weekday,naha9_trip_40,9
naha9_1,weekday,naha9_trip_41,9
naha9_1,weekday,naha9_trip_42,9
naha9_1,weekday,naha9_trip_43,9
naha9_1,weekday,naha9_trip_44,9
naha9_1,weekday,naha9_trip_45,9
naha9_1,weekday,naha9_trip_46,9
naha9_1,weekday,naha9_trip_47,9
naha9_1,weekday,naha9_trip_48,9
naha9_1,weekday,naha9_trip_49,9
naha9_1,weekday,naha9_trip_50,9
naha9_1,weekday,naha9_trip_51,9
naha9_1,weekday,naha9_trip_52,9
naha9_1,weekday,naha9_trip_53,9
naha9_1,weekday,naha9_trip_54,9
naha9_1,weekday,naha9_trip_55,9
naha9_1,weekday,naha9_trip_56,9
naha9_1,weekday,naha9_trip_57,9
naha9_1,weekday,naha9_trip_58,9
naha9_1,weekday,naha9_trip_59,9
naha9_1,weekday,naha9_trip_60,9
naha9_1,weekday,naha9_trip_61,9
naha9_1,holiday,naha9_trip_62,9
naha9_1,holiday,naha9_trip_63,9
naha9_1,holiday,naha9_trip_64,9
naha9_1,holiday,naha9_trip_65,9
naha9_1,holiday,naha9_trip_66,9
naha9_1,holiday,naha9_trip_67,9
naha9_1,holiday,naha9_trip_68,9
naha9_1,holiday,naha9_trip_69,9
naha9_1,holiday,naha9_trip_70,9
naha9_1,holiday,naha9_trip_71,9
naha9_1,holiday,naha9_trip_72,9
naha9_1,holiday,naha9_trip_73,9
naha9_1,holiday,naha9_trip_74,9
naha9_1,holiday,naha9_trip_75,9
naha9_1,holiday,naha9_trip_76,9
naha9_1,holiday,naha9_trip_77,9
naha9_1,holiday,naha9_trip_78,9
naha9_1,holiday,naha9_trip_79,9
naha9_1,holiday,naha9_trip_80,9
naha9_1,holiday,naha9_trip_81,9
naha9_1,holiday,naha9_trip_82,9
naha9_1,holiday,naha9_trip_83,9
naha9_1,holiday,naha9_trip_84,9
naha9_1,holiday,naha9_trip_85,9
naha9_1,holiday,naha9_trip_86,9
naha9_1,holiday,naha9_trip_87,9
naha9_1,holiday,naha9_trip_88,9
naha9_1,holiday,naha9_trip_89,9
naha9_1,holiday,naha9_trip_90,9
naha9_1,holiday,naha9_trip_91,9
naha9_1,holiday,naha9_trip_92,9
naha9_1,holiday,naha9_trip_93,9
naha9_1,holiday,naha9_trip_94,9
naha9_1,holiday,naha9_trip_95,9
naha9_1,holiday,naha9_trip_96,9
naha9_1,holiday,naha9_trip_97,9
naha9_1,holiday,naha9_trip_98,9
naha9_1,holiday,naha9_trip_99,9
naha9_1,holiday,naha9_trip_100,9
naha9_1,holiday,naha9_trip_101,9
naha9_1,holiday,naha9_trip_102,9
naha9_1,holiday,naha9_trip_103,9
naha9_1,holiday,naha9_trip_104,9
naha9_1,holiday,naha9_trip_105,9
naha9_1,holiday,naha9_trip_106,9
naha9_1,holiday,naha9_trip_107,9
naha9_1,holiday,naha9_trip_108,9
naha9_1,holiday,naha9_trip_109,9
naha9_1,holiday,naha9_trip_110,9
naha9_1,holiday,naha9_trip_111,9
naha9_1,holiday,naha9_trip_112,9
naha9_1,holiday,naha9_trip_113,9
naha9_1,holiday,naha9_trip_114,9
naha9_1,holiday,naha9_trip_115,9
naha9_1,holiday,naha9_trip_116,9
naha9_1,holiday,naha9_trip_117,9
naha9_1,holiday,naha9_trip_118,9
naha9_1,holiday,naha9_trip_119,9
naha9_1,holiday,naha9_trip_120,9
naha9_1,holiday,naha9_trip_121,9
