trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type
27b28dfb937912f5ea285ba84b291d40,11:02:00,11:02:00,S2676,3,,0,0
27b28dfb937912f5ea285ba84b291d40,11:04:00,11:04:00,S2677,4,,0,0
27b28dfb937912f5ea285ba84b291d40,11:05:00,11:05:00,S2678,5,,0,0
27b28dfb937912f5ea285ba84b291d40,11:07:00,11:07:00,S2679,6,,0,0
27b28dfb937912f5ea285ba84b291d40,11:08:00,11:08:00,S2680,7,,0,0
27b28dfb937912f5ea285ba84b291d40,11:09:00,11:09:00,S2681,8,,0,0
27b28dfb937912f5ea285ba84b291d40,11:10:00,11:10:00,S2682,9,,0,0
27b28dfb937912f5ea285ba84b291d40,11:17:00,11:17:00,S2683,10,,0,0
27b28dfb937912f5ea285ba84b291d40,11:25:00,11:25:00,S2684,11,,0,0
27b28dfb937912f5ea285ba84b291d40,11:27:00,11:27:00,S2685,12,,0,0
27b28dfb937912f5ea285ba84b291d40,11:28:00,11:28:00,S2686,13,,0,0
27b28dfb937912f5ea285ba84b291d40,11:29:00,11:29:00,S2687,14,,0,0
27b28dfb937912f5ea285ba84b291d40,11:30:00,11:30:00,S2688,15,,0,0
27b28dfb937912f5ea285ba84b291d40,11:33:00,11:33:00,S2689,16,,0,0
27b28dfb937912f5ea285ba84b291d40,11:38:00,11:38:00,S2690,17,,0,0
27b28dfb937912f5ea285ba84b291d40,11:41:00,11:41:00,S2682,18,,0,0
27b28dfb937912f5ea285ba84b291d40,11:42:00,11:42:00,S2681,19,,0,0
27b28dfb937912f5ea285ba84b291d40,11:43:00,11:43:00,S2680,20,,0,0
27b28dfb937912f5ea285ba84b291d40,11:44:00,11:44:00,S2679,21,,0,0
27b28dfb937912f5ea285ba84b291d40,11:46:00,11:46:00,S2678,22,,0,0
27b28dfb937912f5ea285ba84b291d40,11:47:00,11:47:00,S2677,23,,0,0
27b28dfb937912f5ea285ba84b291d40,11:49:00,11:49:00,S2676,24,,0,0
27b28dfb937912f5ea285ba84b291d40,11:50:00,11:50:00,S2675,25,,0,0
27b28dfb937912f5ea285ba84b291d40,11:51:00,11:51:00,S2674,26,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:00:00,13:00:00,S2674,1,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:01:00,13:01:00,S2675,2,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:02:00,13:02:00,S2676,3,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:04:00,13:04:00,S2677,4,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:05:00,13:05:00,S2678,5,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:07:00,13:07:00,S2679,6,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:08:00,13:08:00,S2680,7,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:09:00,13:09:00,S2681,8,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:10:00,13:10:00,S2682,9,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:17:00,13:17:00,S2683,10,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:25:00,13:25:00,S2684,11,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:27:00,13:27:00,S2685,12,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:28:00,13:28:00,S2686,13,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:29:00,13:29:00,S2687,14,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:30:00,13:30:00,S2688,15,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:33:00,13:33:00,S2689,16,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:38:00,13:38:00,S2690,17,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:41:00,13:41:00,S2682,18,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:42:00,13:42:00,S2681,19,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:43:00,13:43:00,S2680,20,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:44:00,13:44:00,S2679,21,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:46:00,13:46:00,S2678,22,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:47:00,13:47:00,S2677,23,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:49:00,13:49:00,S2676,24,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:50:00,13:50:00,S2675,25,,0,0
4a71e46d617752d03aab6e5e7bc18524,13:51:00,13:51:00,S2674,26,,0,0
72e6b1def44609c1de5a6c54a69981fc,16:45:00,16:45:00,S2674,1,,0,0
72e6b1def44609c1de5a6c54a69981fc,16:46:00,16:46:00,S2675,2,,0,0
72e6b1def44609c1de5a6c54a69981fc,16:47:00,16:47:00,S2676,3,,0,0
72e6b1def44609c1de5a6c54a69981fc,16:49:00,16:49:00,S2677,4,,0,0
72e6b1def44609c1de5a6c54a69981fc,16:50:00,16:50:00,S2678,5,,0,0
72e6b1def44609c1de5a6c54a69981fc,16:52:00,16:52:00,S2679,6,,0,0
72e6b1def44609c1de5a6c54a69981fc,16:53:00,16:53:00,S2680,7,,0,0
72e6b1def44609c1de5a6c54a69981fc,16:54:00,16:54:00,S2681,8,,0,0
72e6b1def44609c1de5a6c54a69981fc,16:55:00,16:55:00,S2682,9,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:02:00,17:02:00,S2683,10,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:10:00,17:10:00,S2684,11,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:12:00,17:12:00,S2685,12,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:13:00,17:13:00,S2686,13,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:14:00,17:14:00,S2687,14,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:15:00,17:15:00,S2688,15,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:18:00,17:18:00,S2689,16,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:23:00,17:23:00,S2690,17,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:26:00,17:26:00,S2682,18,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:27:00,17:27:00,S2681,19,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:28:00,17:28:00,S2680,20,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:29:00,17:29:00,S2679,21,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:31:00,17:31:00,S2678,22,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:32:00,17:32:00,S2677,23,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:34:00,17:34:00,S2676,24,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:35:00,17:35:00,S2675,25,,0,0
72e6b1def44609c1de5a6c54a69981fc,17:36:00,17:36:00,S2674,26,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:00:00,15:00:00,S2674,1,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:01:00,15:01:00,S2675,2,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:02:00,15:02:00,S2676,3,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:04:00,15:04:00,S2677,4,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:05:00,15:05:00,S2678,5,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:07:00,15:07:00,S2679,6,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:08:00,15:08:00,S2680,7,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:09:00,15:09:00,S2681,8,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:10:00,15:10:00,S2682,9,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:13:00,15:13:00,S2690,10,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:18:00,15:18:00,S2689,11,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:21:00,15:21:00,S2688,12,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:22:00,15:22:00,S2687,13,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:23:00,15:23:00,S2686,14,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:24:00,15:24:00,S2685,15,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:26:00,15:26:00,S2684,16,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:34:00,15:34:00,S2683,17,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:41:00,15:41:00,S2682,18,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:42:00,15:42:00,S2681,19,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:43:00,15:43:00,S2680,20,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:44:00,15:44:00,S2679,21,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:46:00,15:46:00,S2678,22,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:47:00,15:47:00,S2677,23,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:49:00,15:49:00,S2676,24,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:50:00,15:50:00,S2675,25,,0,0
1c8fc0f7581be0205fdddcc5bba6e32b,15:51:00,15:51:00,S2674,26,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:35:00,18:35:00,S2674,1,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:36:00,18:36:00,S2675,2,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:37:00,18:37:00,S2676,3,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:39:00,18:39:00,S2677,4,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:40:00,18:40:00,S2678,5,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:42:00,18:42:00,S2679,6,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:43:00,18:43:00,S2680,7,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:44:00,18:44:00,S2681,8,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:45:00,18:45:00,S2682,9,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:48:00,18:48:00,S2690,10,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:53:00,18:53:00,S2689,11,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:56:00,18:56:00,S2688,12,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:57:00,18:57:00,S2687,13,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:58:00,18:58:00,S2686,14,,0,0
e9dee73d109eda74ffe8af16c0ef2172,18:59:00,18:59:00,S2685,15,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:01:00,19:01:00,S2684,16,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:09:00,19:09:00,S2683,17,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:16:00,19:16:00,S2682,18,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:17:00,19:17:00,S2681,19,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:18:00,19:18:00,S2680,20,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:19:00,19:19:00,S2679,21,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:21:00,19:21:00,S2678,22,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:22:00,19:22:00,S2677,23,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:24:00,19:24:00,S2676,24,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:25:00,19:25:00,S2675,25,,0,0
e9dee73d109eda74ffe8af16c0ef2172,19:26:00,19:26:00,S2674,26,,0,0
dcc61c32276b8028143beaa106146d7a,21:10:00,21:10:00,S2674,1,,0,0
dcc61c32276b8028143beaa106146d7a,21:11:00,21:11:00,S2675,2,,0,0
dcc61c32276b8028143beaa106146d7a,21:12:00,21:12:00,S2676,3,,0,0
dcc61c32276b8028143beaa106146d7a,21:14:00,21:14:00,S2677,4,,0,0
dcc61c32276b8028143beaa106146d7a,21:15:00,21:15:00,S2678,5,,0,0
dcc61c32276b8028143beaa106146d7a,21:17:00,21:17:00,S2679,6,,0,0
dcc61c32276b8028143beaa106146d7a,21:18:00,21:18:00,S2680,7,,0,0
dcc61c32276b8028143beaa106146d7a,21:19:00,21:19:00,S2681,8,,0,0
dcc61c32276b8028143beaa106146d7a,21:20:00,21:20:00,S2682,9,,0,0
dcc61c32276b8028143beaa106146d7a,21:27:00,21:27:00,S2683,10,,0,0
dcc61c32276b8028143beaa106146d7a,21:35:00,21:35:00,S2684,11,,0,0
dcc61c32276b8028143beaa106146d7a,21:37:00,21:37:00,S2685,12,,0,0
dcc61c32276b8028143beaa106146d7a,21:38:00,21:38:00,S2686,13,,0,0
dcc61c32276b8028143beaa106146d7a,21:39:00,21:39:00,S2687,14,,0,0
dcc61c32276b8028143beaa106146d7a,21:40:00,21:40:00,S2688,15,,0,0
dcc61c32276b8028143beaa106146d7a,21:43:00,21:43:00,S2689,16,,0,0
dcc61c32276b8028143beaa106146d7a,21:51:00,21:51:00,S2682,17,,0,0
dcc61c32276b8028143beaa106146d7a,21:52:00,21:52:00,S2681,18,,0,0
dcc61c32276b8028143beaa106146d7a,21:53:00,21:53:00,S2680,19,,0,0
dcc61c32276b8028143beaa106146d7a,21:54:00,21:54:00,S2679,20,,0,0
dcc61c32276b8028143beaa106146d7a,21:56:00,21:56:00,S2678,21,,0,0
dcc61c32276b8028143beaa106146d7a,21:57:00,21:57:00,S2677,22,,0,0
dcc61c32276b8028143beaa106146d7a,21:59:00,21:59:00,S2676,23,,0,0
dcc61c32276b8028143beaa106146d7a,22:00:00,22:00:00,S2675,24,,0,0
dcc61c32276b8028143beaa106146d7a,22:01:00,22:01:00,S2674,25,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:10:00,22:10:00,S2674,1,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:11:00,22:11:00,S2675,2,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:12:00,22:12:00,S2676,3,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:14:00,22:14:00,S2677,4,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:15:00,22:15:00,S2678,5,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:17:00,22:17:00,S2679,6,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:18:00,22:18:00,S2680,7,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:19:00,22:19:00,S2681,8,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:20:00,22:20:00,S2682,9,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:28:00,22:28:00,S2689,10,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:31:00,22:31:00,S2688,11,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:32:00,22:32:00,S2687,12,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:33:00,22:33:00,S2686,13,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:34:00,22:34:00,S2685,14,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:36:00,22:36:00,S2684,15,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:44:00,22:44:00,S2683,16,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:51:00,22:51:00,S2682,17,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:52:00,22:52:00,S2681,18,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:53:00,22:53:00,S2680,19,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:54:00,22:54:00,S2679,20,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:56:00,22:56:00,S2678,21,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:57:00,22:57:00,S2677,22,,0,0
2e34bfeaa7601544817c9891ca889c7b,22:59:00,22:59:00,S2676,23,,0,0
2e34bfeaa7601544817c9891ca889c7b,23:00:00,23:00:00,S2675,24,,0,0
2e34bfeaa7601544817c9891ca889c7b,23:01:00,23:01:00,S2674,25,,0,0
