shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1011,26.334091,127.804507,1
1011,26.33409133,127.8045074,2
1011,26.334163,127.804602,3
1011,26.333984,127.804786,4
1011,26.333164,127.803762,5
1011,26.332753,127.804307,6
1011,26.332608,127.8054,7
1011,26.332509,127.805669,8
1011,26.332187,127.806054,9
1011,26.33155,127.806579,10
1011,26.330942,127.807237,11
1011,26.330695,127.807747,12
1011,26.330642,127.808048,13
1011,26.330731,127.808621,14
1011,26.330778,127.809454,15
1011,26.330588,127.810007,16
1011,26.329475,127.809748,17
1011,26.32913782,127.8097052,18
1011,26.328766,127.809658,19
1011,26.328467,127.809755,20
1011,26.327736,127.810498,21
1011,26.32742312,127.8105493,22
1011,26.327352,127.810561,23
1011,26.326667,127.810459,24
1011,26.326185,127.810316,25
1011,26.326468,127.809484,26
1011,26.327119,127.807939,27
1011,26.32768,127.80702,28
1011,26.327984,127.80605,29
1011,26.32855,127.805124,30
1011,26.328961,127.80353,31
1011,26.328507,127.803087,32
1011,26.32836,127.80327,33
1011,26.328159,127.80329,34
1011,26.327793,127.803219,35
1011,26.327712,127.803153,36
1011,26.327714,127.803022,37
1011,26.32773969,127.8029265,38
1011,26.327834,127.802576,39
1011,26.327108,127.802018,40
1011,26.326459,127.801947,41
1011,26.326212,127.801756,42
1011,26.326063,127.80096,43
1011,26.325558,127.800178,44
1011,26.324911,127.799962,45
1011,26.324733,127.799739,46
1011,26.324545,127.799221,47
1011,26.324336,127.799084,48
1011,26.32369,127.798963,49
1011,26.323331,127.798706,50
1011,26.323146,127.798408,51
1011,26.323046,127.798098,52
1011,26.32298786,127.7975286,53
1011,26.322806,127.795748,54
1011,26.322543,127.795133,55
1011,26.322278,127.793969,56
1011,26.322199,127.793423,57
1011,26.319951,127.79318,58
1011,26.31940609,127.7932077,59
1011,26.319262,127.793215,60
1011,26.317362,127.793803,61
1011,26.316952,127.793802,62
1011,26.316498,127.793728,63
1011,26.316302,127.794974,64
1011,26.316284,127.796376,65
1011,26.316897,127.796347,66
1011,26.31687,127.796595,67
1011,26.31670215,127.7966919,68
1011,26.316683,127.796703,69
1011,26.316617,127.796579,70
1011,26.316821,127.796469,71
1011,26.316822,127.796412,72
1011,26.31616,127.796449,73
1011,26.316161,127.794944,74
1011,26.316838,127.791284,75
1011,26.317177,127.790694,76
1011,26.317543,127.790326,77
1011,26.317949,127.790109,78
1011,26.31882,127.78988,79
1011,26.31889479,127.7898447,80
1011,26.319418,127.789598,81
1011,26.319896,127.789452,82
1011,26.320962,127.789339,83
1011,26.321879,127.789079,84
1011,26.32194,127.78883,85
1011,26.321599,127.78842,86
1011,26.320656,127.786732,87
1011,26.320439,127.786246,88
1011,26.32028804,127.7850316,89
1011,26.320216,127.784452,90
1011,26.320918,127.784315,91
1011,26.32124977,127.7841795,92
1011,26.326655,127.781972,93
1011,26.32669435,127.7821153,94
1011,26.326758,127.782347,95
1011,26.326621,127.782394,96
1011,26.326557,127.782192,97
1011,26.326658,127.782147,98
1011,26.3267,127.781958,99
1011,26.329061,127.780997,100
1011,26.329889,127.783527,101
1011,26.329518,127.783674,102
1011,26.32914412,127.7839481,103
1011,26.329132,127.783957,104
1011,26.328616,127.784585,105
1011,26.328389,127.784766,106
1011,26.327824,127.784977,107
1011,26.32667681,127.7857044,108
1011,26.326414,127.785871,109
1011,26.326779,127.786793,110
1011,26.32704206,127.7870467,111
1011,26.3274,127.787392,112
1011,26.327788,127.788278,113
1011,26.329228,127.789736,114
1011,26.329372,127.789828,115
1011,26.329766,127.789941,116
1011,26.33098892,127.79061,117
1011,26.331574,127.79093,118
1011,26.332907,127.791843,119
1011,26.33321097,127.7913954,120
1011,26.333364,127.79117,121
1011,26.3341211,127.789942,122
1011,26.3347106,127.7889625,123
1011,26.334758,127.7888322,124
1011,26.3347804,127.7887349,125
1011,26.334786,127.7886484,126
1011,26.3347749,127.7884738,127
1011,26.3347262,127.7883552,128
1011,26.3342147,127.7873435,129
1011,26.3342287,127.7870919,130
1011,26.3343206,127.7868913,131
1011,26.334268,127.7866401,132
1011,26.3344017,127.7865593,133
1011,26.33444269,127.7866871,134
1011,26.3344875,127.7868267,135
1011,26.3343667,127.7870244,136
1011,26.334316,127.7871997,137
1011,26.3346937,127.7879035,138
1011,26.3349844,127.7885344,139
1011,26.3349696,127.7886803,140
1011,26.3334263,127.7911414,141
1011,26.3334333,127.7912255,142
1011,26.3353596,127.7927321,143
1011,26.335447,127.7928237,144
1011,26.3355008,127.792969,145
1011,26.3354831,127.7931867,146
1011,26.335491,127.7933237,147
1011,26.335511,127.79345,148
1011,26.335553,127.7935848,149
1011,26.3359394,127.7944408,150
1011,26.3360144,127.794577,151
1011,26.33605225,127.7946391,152
1011,26.3360942,127.7947079,153
1011,26.3362032,127.7948543,154
1011,26.336968,127.79575,155
1011,26.337498,127.796264,156
1011,26.3363146,127.7983894,157
1011,26.336825,127.799636,158
1011,26.33744107,127.8005155,159
1011,26.33795,127.801242,160
1011,26.340432,127.798845,161
1011,26.34085992,127.7988459,162
1011,26.34188,127.798848,163
1011,26.341971,127.798795,164
1011,26.341994,127.798693,165
1011,26.339908,127.797367,166
1011,26.33847,127.797084,167
1011,26.338042,127.796911,168
1011,26.3374316,127.7963584,169
1011,26.3363028,127.7983809,170
1011,26.33569734,127.7994948,171
1011,26.3349446,127.8008797,172
1011,26.3347486,127.8013984,173
1011,26.3345934,127.8019011,174
1011,26.3344552,127.8021767,175
1011,26.334168,127.802573,176
1011,26.3337225,127.803117,177
1011,26.3335719,127.8032777,178
1011,26.3333957,127.8034948,179
1011,26.3333973,127.8036087,180
1011,26.3336844,127.8039958,181
1011,26.334087,127.804501,182
2011,26.334091,127.804507,1
2011,26.33409133,127.8045074,2
2011,26.334163,127.804602,3
2011,26.333984,127.804786,4
2011,26.333164,127.803762,5
2011,26.332753,127.804307,6
2011,26.332608,127.8054,7
2011,26.332509,127.805669,8
2011,26.332187,127.806054,9
2011,26.33155,127.806579,10
2011,26.330942,127.807237,11
2011,26.330695,127.807747,12
2011,26.331639,127.808299,13
2011,26.331961,127.808751,14
2011,26.3320715,127.8092386,15
2011,26.333202,127.814228,16
2011,26.33358807,127.8150168,17
2011,26.334912,127.817722,18
2011,26.335531,127.818843,19
2011,26.335982,127.819332,20
2011,26.33612057,127.8194329,21
2011,26.338342,127.82105,22
2011,26.341334,127.822506,23
2011,26.341993,127.823212,24
2011,26.34235,127.823791,25
2011,26.34170994,127.8241503,26
2011,26.34007,127.825071,27
2011,26.340539,127.826235,28
2011,26.341601,127.828278,29
2011,26.34219476,127.827936,30
2011,26.34728285,127.8250051,31
2011,26.349734,127.823593,32
2011,26.352014,127.822841,33
2011,26.353252,127.822563,34
2011,26.3531734,127.8221498,35
2011,26.353096,127.821743,36
2011,26.351903,127.817676,37
2011,26.3515027,127.8177948,38
2011,26.34873876,127.8186154,39
2011,26.34777,127.818903,40
2011,26.34713285,127.8173688,41
2011,26.346571,127.816016,42
2011,26.34603969,127.8143945,43
2011,26.345665,127.813251,44
2011,26.344908,127.81352,45
2011,26.342516,127.813736,46
2011,26.339158,127.815579,47
2011,26.33877496,127.8147986,48
2011,26.338649,127.814542,49
2011,26.338523,127.814137,50
2011,26.338008,127.810419,51
2011,26.33881942,127.8102124,52
2011,26.339037,127.810157,53
