route_id,service_id,trip_id,trip_headsign
naha120down_1,holiday,naha120down_trip_48,120down
naha120down_1,holiday,naha120down_trip_49,120down
naha120down_1,holiday,naha120down_trip_50,120down
naha120down_1,holiday,naha120down_trip_51,120down
naha120down_1,holiday,naha120down_trip_52,120down
naha120down_1,holiday,naha120down_trip_53,120down
naha120down_1,holiday,naha120down_trip_54,120down
naha120down_1,holiday,naha120down_trip_55,120down
naha120down_1,holiday,naha120down_trip_56,120down
naha120down_1,holiday,naha120down_trip_57,120down
naha120down_1,holiday,naha120down_trip_58,120down
naha120down_1,holiday,naha120down_trip_59,120down
naha120down_1,holiday,naha120down_trip_60,120down
naha120down_1,holiday,naha120down_trip_61,120down
naha120down_1,holiday,naha120down_trip_62,120down
naha120down_1,holiday,naha120down_trip_63,120down
naha120down_1,holiday,naha120down_trip_64,120down
naha120down_1,holiday,naha120down_trip_65,120down
naha120down_1,holiday,naha120down_trip_66,120down
naha120down_1,holiday,naha120down_trip_67,120down
naha120down_1,holiday,naha120down_trip_68,120down
naha120down_1,holiday,naha120down_trip_69,120down
naha120down_1,holiday,naha120down_trip_70,120down
naha120down_1,holiday,naha120down_trip_71,120down
naha120down_1,holiday,naha120down_trip_72,120down
naha120down_1,holiday,naha120down_trip_73,120down
naha120down_1,holiday,naha120down_trip_74,120down
naha120down_1,holiday,naha120down_trip_75,120down
naha120down_1,holiday,naha120down_trip_76,120down
naha120down_1,holiday,naha120down_trip_77,120down
naha120down_1,holiday,naha120down_trip_78,120down
naha120down_1,holiday,naha120down_trip_79,120down
naha120down_1,holiday,naha120down_trip_80,120down
naha120down_1,holiday,naha120down_trip_81,120down
naha120down_1,holiday,naha120down_trip_82,120down
naha120down_1,holiday,naha120down_trip_83,120down
naha120down_1,holiday,naha120down_trip_84,120down
naha120down_1,holiday,naha120down_trip_85,120down
naha120down_1,holiday,naha120down_trip_86,120down
naha120down_1,holiday,naha120down_trip_87,120down
naha120down_1,holiday,naha120down_trip_88,120down
naha120down_1,holiday,naha120down_trip_89,120down
naha120down_1,holiday,naha120down_trip_90,120down
naha120down_1,holiday,naha120down_trip_91,120down
naha120down_1,holiday,naha120down_trip_92,120down
naha120down_1,holiday,naha120down_trip_93,120down
naha120down_1,holiday,naha120down_trip_94,120down
naha120down_1,holiday,naha120down_trip_95,120down
naha120down_1,holiday,naha120down_trip_96,120down
naha120down_1,holiday,naha120down_trip_97,120down
naha120down_1,holiday,naha120down_trip_98,120down
naha120down_1,holiday,naha120down_trip_99,120down
naha120down_1,holiday,naha120down_trip_100,120down
naha120down_1,holiday,naha120down_trip_101,120down
naha120down_1,holiday,naha120down_trip_102,120down
naha120down_1,holiday,naha120down_trip_103,120down
naha120down_1,holiday,naha120down_trip_104,120down
naha120down_1,holiday,naha120down_trip_105,120down
naha120down_1,holiday,naha120down_trip_106,120down
naha120down_1,holiday,naha120down_trip_107,120down
naha120down_1,holiday,naha120down_trip_108,120down
naha120down_1,holiday,naha120down_trip_109,120down
naha120down_1,holiday,naha120down_trip_110,120down
naha120down_1,holiday,naha120down_trip_111,120down
naha120down_1,holiday,naha120down_trip_112,120down
naha120down_1,holiday,naha120down_trip_113,120down
naha120down_1,holiday,naha120down_trip_114,120down
naha120down_1,holiday,naha120down_trip_115,120down
naha120down_1,holiday,naha120down_trip_116,120down
naha120down_1,holiday,naha120down_trip_117,120down
naha120down_1,holiday,naha120down_trip_118,120down
