trip_id,arrival_time,departure_time,stop_id,stop_sequence
naha120down_trip_1,09:07:00,09:07:00,S3288,1
naha120down_trip_1,09:07:00,09:07:00,S3281,2
naha120down_trip_1,09:07:00,09:07:00,S2744,3
naha120down_trip_1,09:07:00,09:07:00,S3172,4
naha120down_trip_1,09:07:00,09:07:00,S5404,5
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_6,6
naha120down_trip_1,09:07:00,09:07:00,S3203,7
naha120down_trip_1,09:07:00,09:07:00,S4127,8
naha120down_trip_1,09:07:00,09:07:00,S3394,9
naha120down_trip_1,09:07:00,09:07:00,S4407,10
naha120down_trip_1,09:07:00,09:07:00,S3466,11
naha120down_trip_1,09:07:00,09:07:00,S3814,12
naha120down_trip_1,09:07:00,09:07:00,S3989,13
naha120down_trip_1,09:07:00,09:07:00,S2786,14
naha120down_trip_1,09:07:00,09:07:00,S2788,15
naha120down_trip_1,09:07:00,09:07:00,S3584,16
naha120down_trip_1,09:07:00,09:07:00,S3810,17
naha120down_trip_1,09:07:00,09:07:00,S3950,18
naha120down_trip_1,09:07:00,09:07:00,S3104,19
naha120down_trip_1,09:07:00,09:07:00,S2972,20
naha120down_trip_1,09:07:00,09:07:00,S3474,21
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_22,22
naha120down_trip_1,09:07:00,09:07:00,S3250,23
naha120down_trip_1,09:07:00,09:07:00,S3817,24
naha120down_trip_1,09:07:00,09:07:00,S4281,25
naha120down_trip_1,09:07:00,09:07:00,S2876,26
naha120down_trip_1,09:07:00,09:07:00,S3730,27
naha120down_trip_1,09:07:00,09:07:00,S3527,28
naha120down_trip_1,09:07:00,09:07:00,S3800,29
naha120down_trip_1,09:07:00,09:07:00,S3726,30
naha120down_trip_1,09:07:00,09:07:00,S2803,31
naha120down_trip_1,09:07:00,09:07:00,S2805,32
naha120down_trip_1,09:07:00,09:07:00,S2808,33
naha120down_trip_1,09:07:00,09:07:00,S4258,34
naha120down_trip_1,09:07:00,09:07:00,S4261,35
naha120down_trip_1,09:07:00,09:07:00,S3389,36
naha120down_trip_1,09:07:00,09:07:00,S4389,37
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_38,38
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_39,39
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_40,40
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_41,41
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_42,42
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_43,43
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_44,44
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_45,45
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_46,46
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_47,47
naha120down_trip_1,09:07:00,09:07:00,naha120down_stop_48,48
